Case,Event,Activity,Timestamp
case_1314,16988,Activity M,1970/01/01 11:00:00.000
case_1314,16989,Activity D,1970/01/01 12:00:00.000
case_1314,16990,Activity B,1970/01/01 13:00:00.000
case_1315,16991,Activity A,1970/01/01 09:00:00.000
case_1315,16992,Activity C,1970/01/01 10:00:00.000
case_1315,16993,Activity M,1970/01/01 11:00:00.000
case_1315,16994,Activity D,1970/01/01 12:00:00.000
case_1315,16995,Activity B,1970/01/01 13:00:00.000
case_1316,16996,Activity A,1970/01/01 09:00:00.000
case_1316,16997,Activity C,1970/01/01 10:00:00.000
case_1316,16998,Activity E,1970/01/01 11:00:00.000
case_1316,16999,Activity J,1970/01/01 12:00:00.000
case_1316,17000,Activity F,1970/01/01 13:00:00.000
case_1316,17001,Activity D,1970/01/01 14:00:00.000
case_1316,17002,Activity B,1970/01/01 15:00:00.000
case_1317,17003,Activity A,1970/01/01 09:00:00.000
case_1317,17004,Activity C,1970/01/01 10:00:00.000
case_1317,17005,Activity L,1970/01/01 11:00:00.000
case_1317,17006,Activity D,1970/01/01 12:00:00.000
case_1317,17007,Activity B,1970/01/01 13:00:00.000
case_1318,17008,Activity A,1970/01/01 09:00:00.000
case_1318,17009,Activity N,1970/01/01 10:00:00.000
case_1318,17010,Activity AE,1970/01/01 11:00:00.000
case_1318,17011,Activity AF,1970/01/01 12:00:00.000
case_1318,17012,Activity O,1970/01/01 13:00:00.000
case_1318,17013,Activity B,1970/01/01 14:00:00.000
case_1319,17014,Activity A,1970/01/01 09:00:00.000
case_1319,17015,Activity N,1970/01/01 10:00:00.000
case_1319,17016,Activity R,1970/01/01 11:00:00.000
case_1319,17017,Activity U,1970/01/01 12:00:00.000
case_1319,17018,Activity S,1970/01/01 13:00:00.000
case_1319,17019,Activity O,1970/01/01 14:00:00.000
case_1319,17020,Activity B,1970/01/01 15:00:00.000
case_132,17021,Activity A,1970/01/01 09:00:00.000
case_132,17022,Activity N,1970/01/01 10:00:00.000
case_132,17023,Activity Y,1970/01/01 11:00:00.000
case_132,17024,Activity AC,1970/01/01 12:00:00.000
case_132,17025,Activity Z,1970/01/01 13:00:00.000
case_132,17026,Activity O,1970/01/01 14:00:00.000
case_132,17027,Activity B,1970/01/01 15:00:00.000
case_1320,17028,Activity A,1970/01/01 09:00:00.000
case_1320,17029,Activity N,1970/01/01 10:00:00.000
case_1320,17030,Activity P,1970/01/01 11:00:00.000
case_1320,17031,Activity Q,1970/01/01 12:00:00.000
case_1320,17032,Activity O,1970/01/01 13:00:00.000
case_1320,17033,Activity B,1970/01/01 14:00:00.000
case_1321,17034,Activity A,1970/01/01 09:00:00.000
case_1321,17035,Activity N,1970/01/01 10:00:00.000
case_1321,17036,Activity R,1970/01/01 11:00:00.000
case_1321,17037,Activity W,1970/01/01 12:00:00.000
case_1321,17038,Activity S,1970/01/01 13:00:00.000
case_1321,17039,Activity O,1970/01/01 14:00:00.000
case_1321,17040,Activity B,1970/01/01 15:00:00.000
case_1322,17041,Activity A,1970/01/01 09:00:00.000
case_1322,17042,Activity C,1970/01/01 10:00:00.000
case_1322,17043,Activity E,1970/01/01 11:00:00.000
case_1322,17044,Activity H,1970/01/01 12:00:00.000
case_1322,17045,Activity F,1970/01/01 13:00:00.000
case_1322,17046,Activity D,1970/01/01 14:00:00.000
case_1322,17047,Activity B,1970/01/01 15:00:00.000
case_1323,17048,Activity A,1970/01/01 09:00:00.000
case_1323,17049,Activity C,1970/01/01 10:00:00.000
case_1323,17050,Activity K,1970/01/01 11:00:00.000
case_1323,17051,Activity D,1970/01/01 12:00:00.000
case_1323,17052,Activity B,1970/01/01 13:00:00.000
case_1324,17053,Activity A,1970/01/01 09:00:00.000
case_1324,17054,Activity C,1970/01/01 10:00:00.000
case_1324,17055,Activity K,1970/01/01 11:00:00.000
case_1324,17056,Activity D,1970/01/01 12:00:00.000
case_1324,17057,Activity B,1970/01/01 13:00:00.000
case_1325,17058,Activity A,1970/01/01 09:00:00.000
case_1325,17059,Activity N,1970/01/01 10:00:00.000
case_1325,17060,Activity R,1970/01/01 11:00:00.000
case_1325,17061,Activity W,1970/01/01 12:00:00.000
case_1325,17062,Activity S,1970/01/01 13:00:00.000
case_1325,17063,Activity O,1970/01/01 14:00:00.000
case_1325,17064,Activity B,1970/01/01 15:00:00.000
case_1326,17065,Activity A,1970/01/01 09:00:00.000
case_1326,17066,Activity C,1970/01/01 10:00:00.000
case_1326,17067,Activity E,1970/01/01 11:00:00.000
case_1326,17068,Activity I,1970/01/01 12:00:00.000
case_1326,17069,Activity F,1970/01/01 13:00:00.000
case_1326,17070,Activity D,1970/01/01 14:00:00.000
case_1326,17071,Activity B,1970/01/01 15:00:00.000
case_1327,17072,Activity A,1970/01/01 09:00:00.000
case_1327,17073,Activity C,1970/01/01 10:00:00.000
case_1327,17074,Activity E,1970/01/01 11:00:00.000
case_1327,17075,Activity G,1970/01/01 12:00:00.000
case_1327,17076,Activity F,1970/01/01 13:00:00.000
case_1327,17077,Activity D,1970/01/01 14:00:00.000
case_1327,17078,Activity B,1970/01/01 15:00:00.000
case_1328,17079,Activity A,1970/01/01 09:00:00.000
case_1328,17080,Activity N,1970/01/01 10:00:00.000
case_1328,17081,Activity AG,1970/01/01 11:00:00.000
case_1328,17082,Activity AH,1970/01/01 12:00:00.000
case_1328,17083,Activity O,1970/01/01 13:00:00.000
case_1328,17084,Activity B,1970/01/01 14:00:00.000
case_1329,17085,Activity A,1970/01/01 09:00:00.000
case_1329,17086,Activity N,1970/01/01 10:00:00.000
case_1329,17087,Activity P,1970/01/01 11:00:00.000
case_1329,17088,Activity Q,1970/01/01 12:00:00.000
case_1329,17089,Activity O,1970/01/01 13:00:00.000
case_1329,17090,Activity B,1970/01/01 14:00:00.000
case_133,17091,Activity A,1970/01/01 09:00:00.000
case_133,17092,Activity C,1970/01/01 10:00:00.000
case_133,17093,Activity K,1970/01/01 11:00:00.000
case_133,17094,Activity D,1970/01/01 12:00:00.000
case_133,17095,Activity B,1970/01/01 13:00:00.000
case_1330,17096,Activity A,1970/01/01 09:00:00.000
case_1330,17097,Activity N,1970/01/01 10:00:00.000
case_1330,17098,Activity P,1970/01/01 11:00:00.000
case_1330,17099,Activity Q,1970/01/01 12:00:00.000
case_1330,17100,Activity O,1970/01/01 13:00:00.000
case_1330,17101,Activity B,1970/01/01 14:00:00.000
case_1331,17102,Activity A,1970/01/01 09:00:00.000
case_1331,17103,Activity C,1970/01/01 10:00:00.000
case_1331,17104,Activity E,1970/01/01 11:00:00.000
case_1331,17105,Activity G,1970/01/01 12:00:00.000
case_1331,17106,Activity F,1970/01/01 13:00:00.000
case_1331,17107,Activity D,1970/01/01 14:00:00.000
case_1331,17108,Activity B,1970/01/01 15:00:00.000
case_1332,17109,Activity A,1970/01/01 09:00:00.000
case_1332,17110,Activity N,1970/01/01 10:00:00.000
case_1332,17111,Activity AG,1970/01/01 11:00:00.000
case_1332,17112,Activity AH,1970/01/01 12:00:00.000
case_1332,17113,Activity O,1970/01/01 13:00:00.000
case_1332,17114,Activity B,1970/01/01 14:00:00.000
case_1333,17115,Activity A,1970/01/01 09:00:00.000
case_1333,17116,Activity C,1970/01/01 10:00:00.000
case_1333,17117,Activity L,1970/01/01 11:00:00.000
case_1333,17118,Activity D,1970/01/01 12:00:00.000
case_1333,17119,Activity B,1970/01/01 13:00:00.000
case_1334,17120,Activity A,1970/01/01 09:00:00.000
case_1334,17121,Activity C,1970/01/01 10:00:00.000
case_1334,17122,Activity M,1970/01/01 11:00:00.000
case_1334,17123,Activity D,1970/01/01 12:00:00.000
case_1334,17124,Activity B,1970/01/01 13:00:00.000
case_1335,17125,Activity A,1970/01/01 09:00:00.000
case_1335,17126,Activity C,1970/01/01 10:00:00.000
case_1335,17127,Activity M,1970/01/01 11:00:00.000
case_1335,17128,Activity D,1970/01/01 12:00:00.000
case_1335,17129,Activity B,1970/01/01 13:00:00.000
case_1336,17130,Activity A,1970/01/01 09:00:00.000
case_1336,17131,Activity N,1970/01/01 10:00:00.000
case_1336,17132,Activity Y,1970/01/01 11:00:00.000
case_1336,17133,Activity AB,1970/01/01 12:00:00.000
case_1336,17134,Activity Z,1970/01/01 13:00:00.000
case_1336,17135,Activity O,1970/01/01 14:00:00.000
case_1336,17136,Activity B,1970/01/01 15:00:00.000
case_1337,17137,Activity A,1970/01/01 09:00:00.000
case_1337,17138,Activity C,1970/01/01 10:00:00.000
case_1337,17139,Activity K,1970/01/01 11:00:00.000
case_1337,17140,Activity D,1970/01/01 12:00:00.000
case_1337,17141,Activity B,1970/01/01 13:00:00.000
case_1338,17142,Activity A,1970/01/01 09:00:00.000
case_1338,17143,Activity C,1970/01/01 10:00:00.000
case_1338,17144,Activity E,1970/01/01 11:00:00.000
case_1338,17145,Activity G,1970/01/01 12:00:00.000
case_1338,17146,Activity F,1970/01/01 13:00:00.000
case_1338,17147,Activity D,1970/01/01 14:00:00.000
case_1338,17148,Activity B,1970/01/01 15:00:00.000
case_1339,17149,Activity A,1970/01/01 09:00:00.000
case_1339,17150,Activity C,1970/01/01 10:00:00.000
case_1339,17151,Activity L,1970/01/01 11:00:00.000
case_1339,17152,Activity D,1970/01/01 12:00:00.000
case_1339,17153,Activity B,1970/01/01 13:00:00.000
case_134,17154,Activity A,1970/01/01 09:00:00.000
case_134,17155,Activity C,1970/01/01 10:00:00.000
case_134,17156,Activity L,1970/01/01 11:00:00.000
case_134,17157,Activity D,1970/01/01 12:00:00.000
case_134,17158,Activity B,1970/01/01 13:00:00.000
case_1340,17159,Activity A,1970/01/01 09:00:00.000
case_1340,17160,Activity C,1970/01/01 10:00:00.000
case_1340,17161,Activity K,1970/01/01 11:00:00.000
case_1340,17162,Activity D,1970/01/01 12:00:00.000
case_1340,17163,Activity B,1970/01/01 13:00:00.000
case_1341,17164,Activity A,1970/01/01 09:00:00.000
case_1341,17165,Activity N,1970/01/01 10:00:00.000
case_1341,17166,Activity R,1970/01/01 11:00:00.000
case_1341,17167,Activity V,1970/01/01 12:00:00.000
case_1341,17168,Activity S,1970/01/01 13:00:00.000
case_1341,17169,Activity O,1970/01/01 14:00:00.000
case_1341,17170,Activity B,1970/01/01 15:00:00.000
case_1342,17171,Activity A,1970/01/01 09:00:00.000
case_1342,17172,Activity C,1970/01/01 10:00:00.000
case_1342,17173,Activity E,1970/01/01 11:00:00.000
case_1342,17174,Activity H,1970/01/01 12:00:00.000
case_1342,17175,Activity F,1970/01/01 13:00:00.000
case_1342,17176,Activity D,1970/01/01 14:00:00.000
case_1342,17177,Activity B,1970/01/01 15:00:00.000
case_1343,17178,Activity A,1970/01/01 09:00:00.000
case_1343,17179,Activity C,1970/01/01 10:00:00.000
case_1343,17180,Activity M,1970/01/01 11:00:00.000
case_1343,17181,Activity D,1970/01/01 12:00:00.000
case_1343,17182,Activity B,1970/01/01 13:00:00.000
case_1344,17183,Activity A,1970/01/01 09:00:00.000
case_1344,17184,Activity N,1970/01/01 10:00:00.000
case_1344,17185,Activity AG,1970/01/01 11:00:00.000
case_1344,17186,Activity AH,1970/01/01 12:00:00.000
case_1344,17187,Activity O,1970/01/01 13:00:00.000
case_1344,17188,Activity B,1970/01/01 14:00:00.000
case_1345,17189,Activity A,1970/01/01 09:00:00.000
case_1345,17190,Activity N,1970/01/01 10:00:00.000
case_1345,17191,Activity AG,1970/01/01 11:00:00.000
case_1345,17192,Activity AH,1970/01/01 12:00:00.000
case_1345,17193,Activity O,1970/01/01 13:00:00.000
case_1345,17194,Activity B,1970/01/01 14:00:00.000
case_1346,17195,Activity A,1970/01/01 09:00:00.000
case_1346,17196,Activity N,1970/01/01 10:00:00.000
case_1346,17197,Activity Y,1970/01/01 11:00:00.000
case_1346,17198,Activity AA,1970/01/01 12:00:00.000
case_1346,17199,Activity Z,1970/01/01 13:00:00.000
case_1346,17200,Activity O,1970/01/01 14:00:00.000
case_1346,17201,Activity B,1970/01/01 15:00:00.000
case_1347,17202,Activity A,1970/01/01 09:00:00.000
case_1347,17203,Activity C,1970/01/01 10:00:00.000
case_1347,17204,Activity E,1970/01/01 11:00:00.000
case_1347,17205,Activity J,1970/01/01 12:00:00.000
case_1347,17206,Activity F,1970/01/01 13:00:00.000
case_1347,17207,Activity D,1970/01/01 14:00:00.000
case_1347,17208,Activity B,1970/01/01 15:00:00.000
case_1348,17209,Activity A,1970/01/01 09:00:00.000
case_1348,17210,Activity C,1970/01/01 10:00:00.000
case_1348,17211,Activity L,1970/01/01 11:00:00.000
case_1348,17212,Activity D,1970/01/01 12:00:00.000
case_1348,17213,Activity B,1970/01/01 13:00:00.000
case_1349,17214,Activity A,1970/01/01 09:00:00.000
case_1349,17215,Activity C,1970/01/01 10:00:00.000
case_1349,17216,Activity L,1970/01/01 11:00:00.000
case_1349,17217,Activity D,1970/01/01 12:00:00.000
case_1349,17218,Activity B,1970/01/01 13:00:00.000
case_135,17219,Activity A,1970/01/01 09:00:00.000
case_135,17220,Activity N,1970/01/01 10:00:00.000
case_135,17221,Activity Y,1970/01/01 11:00:00.000
case_135,17222,Activity AD,1970/01/01 12:00:00.000
case_135,17223,Activity Z,1970/01/01 13:00:00.000
case_135,17224,Activity O,1970/01/01 14:00:00.000
case_135,17225,Activity B,1970/01/01 15:00:00.000
case_1350,17226,Activity A,1970/01/01 09:00:00.000
case_1350,17227,Activity C,1970/01/01 10:00:00.000
case_1350,17228,Activity L,1970/01/01 11:00:00.000
case_1350,17229,Activity D,1970/01/01 12:00:00.000
case_1350,17230,Activity B,1970/01/01 13:00:00.000
case_1351,17231,Activity A,1970/01/01 09:00:00.000
case_1351,17232,Activity N,1970/01/01 10:00:00.000
case_1351,17233,Activity AG,1970/01/01 11:00:00.000
case_1351,17234,Activity AH,1970/01/01 12:00:00.000
case_1351,17235,Activity O,1970/01/01 13:00:00.000
case_1351,17236,Activity B,1970/01/01 14:00:00.000
case_1352,17237,Activity A,1970/01/01 09:00:00.000
case_1352,17238,Activity N,1970/01/01 10:00:00.000
case_1352,17239,Activity Y,1970/01/01 11:00:00.000
case_1352,17240,Activity AA,1970/01/01 12:00:00.000
case_1352,17241,Activity Z,1970/01/01 13:00:00.000
case_1352,17242,Activity O,1970/01/01 14:00:00.000
case_1352,17243,Activity B,1970/01/01 15:00:00.000
case_1353,17244,Activity A,1970/01/01 09:00:00.000
case_1353,17245,Activity C,1970/01/01 10:00:00.000
case_1353,17246,Activity M,1970/01/01 11:00:00.000
case_1353,17247,Activity D,1970/01/01 12:00:00.000
case_1353,17248,Activity B,1970/01/01 13:00:00.000
case_1354,17249,Activity A,1970/01/01 09:00:00.000
case_1354,17250,Activity N,1970/01/01 10:00:00.000
case_1354,17251,Activity R,1970/01/01 11:00:00.000
case_1354,17252,Activity U,1970/01/01 12:00:00.000
case_1354,17253,Activity S,1970/01/01 13:00:00.000
case_1354,17254,Activity O,1970/01/01 14:00:00.000
case_1354,17255,Activity B,1970/01/01 15:00:00.000
case_1355,17256,Activity A,1970/01/01 09:00:00.000
case_1355,17257,Activity C,1970/01/01 10:00:00.000
case_1355,17258,Activity K,1970/01/01 11:00:00.000
case_1355,17259,Activity D,1970/01/01 12:00:00.000
case_1355,17260,Activity B,1970/01/01 13:00:00.000
case_1356,17261,Activity A,1970/01/01 09:00:00.000
case_1356,17262,Activity N,1970/01/01 10:00:00.000
case_1356,17263,Activity AG,1970/01/01 11:00:00.000
case_1356,17264,Activity AH,1970/01/01 12:00:00.000
case_1356,17265,Activity O,1970/01/01 13:00:00.000
case_1356,17266,Activity B,1970/01/01 14:00:00.000
case_1357,17267,Activity A,1970/01/01 09:00:00.000
case_1357,17268,Activity N,1970/01/01 10:00:00.000
case_1357,17269,Activity Y,1970/01/01 11:00:00.000
case_1357,17270,Activity AD,1970/01/01 12:00:00.000
case_1357,17271,Activity Z,1970/01/01 13:00:00.000
case_1357,17272,Activity O,1970/01/01 14:00:00.000
case_1357,17273,Activity B,1970/01/01 15:00:00.000
case_1358,17274,Activity A,1970/01/01 09:00:00.000
case_1358,17275,Activity C,1970/01/01 10:00:00.000
case_1358,17276,Activity L,1970/01/01 11:00:00.000
case_1358,17277,Activity D,1970/01/01 12:00:00.000
case_1358,17278,Activity B,1970/01/01 13:00:00.000
case_1359,17279,Activity A,1970/01/01 09:00:00.000
case_1359,17280,Activity N,1970/01/01 10:00:00.000
case_1359,17281,Activity AE,1970/01/01 11:00:00.000
case_1359,17282,Activity AF,1970/01/01 12:00:00.000
case_1359,17283,Activity O,1970/01/01 13:00:00.000
case_1359,17284,Activity B,1970/01/01 14:00:00.000
case_136,17285,Activity A,1970/01/01 09:00:00.000
case_136,17286,Activity N,1970/01/01 10:00:00.000
case_136,17287,Activity Y,1970/01/01 11:00:00.000
case_136,17288,Activity AD,1970/01/01 12:00:00.000
case_136,17289,Activity Z,1970/01/01 13:00:00.000
case_136,17290,Activity O,1970/01/01 14:00:00.000
case_136,17291,Activity B,1970/01/01 15:00:00.000
case_1360,17292,Activity A,1970/01/01 09:00:00.000
case_1360,17293,Activity C,1970/01/01 10:00:00.000
case_1360,17294,Activity L,1970/01/01 11:00:00.000
case_1360,17295,Activity D,1970/01/01 12:00:00.000
case_1360,17296,Activity B,1970/01/01 13:00:00.000
case_1361,17297,Activity A,1970/01/01 09:00:00.000
case_1361,17298,Activity N,1970/01/01 10:00:00.000
case_1361,17299,Activity P,1970/01/01 11:00:00.000
case_1361,17300,Activity Q,1970/01/01 12:00:00.000
case_1361,17301,Activity O,1970/01/01 13:00:00.000
case_1361,17302,Activity B,1970/01/01 14:00:00.000
case_1362,17303,Activity A,1970/01/01 09:00:00.000
case_1362,17304,Activity N,1970/01/01 10:00:00.000
case_1362,17305,Activity P,1970/01/01 11:00:00.000
case_1362,17306,Activity Q,1970/01/01 12:00:00.000
case_1362,17307,Activity O,1970/01/01 13:00:00.000
case_1362,17308,Activity B,1970/01/01 14:00:00.000
case_1363,17309,Activity A,1970/01/01 09:00:00.000
case_1363,17310,Activity C,1970/01/01 10:00:00.000
case_1363,17311,Activity E,1970/01/01 11:00:00.000
case_1363,17312,Activity H,1970/01/01 12:00:00.000
case_1363,17313,Activity F,1970/01/01 13:00:00.000
case_1363,17314,Activity D,1970/01/01 14:00:00.000
case_1363,17315,Activity B,1970/01/01 15:00:00.000
case_1364,17316,Activity A,1970/01/01 09:00:00.000
case_1364,17317,Activity C,1970/01/01 10:00:00.000
case_1364,17318,Activity L,1970/01/01 11:00:00.000
case_1364,17319,Activity D,1970/01/01 12:00:00.000
case_1364,17320,Activity B,1970/01/01 13:00:00.000
case_1365,17321,Activity A,1970/01/01 09:00:00.000
case_1365,17322,Activity N,1970/01/01 10:00:00.000
case_1365,17323,Activity AE,1970/01/01 11:00:00.000
case_1365,17324,Activity AF,1970/01/01 12:00:00.000
case_1365,17325,Activity O,1970/01/01 13:00:00.000
case_1365,17326,Activity B,1970/01/01 14:00:00.000
case_1366,17327,Activity A,1970/01/01 09:00:00.000
case_1366,17328,Activity C,1970/01/01 10:00:00.000
case_1366,17329,Activity K,1970/01/01 11:00:00.000
case_1366,17330,Activity D,1970/01/01 12:00:00.000
case_1366,17331,Activity B,1970/01/01 13:00:00.000
case_1367,17332,Activity A,1970/01/01 09:00:00.000
case_1367,17333,Activity N,1970/01/01 10:00:00.000
case_1367,17334,Activity P,1970/01/01 11:00:00.000
case_1367,17335,Activity Q,1970/01/01 12:00:00.000
case_1367,17336,Activity O,1970/01/01 13:00:00.000
case_1367,17337,Activity B,1970/01/01 14:00:00.000
case_1368,17338,Activity A,1970/01/01 09:00:00.000
case_1368,17339,Activity C,1970/01/01 10:00:00.000
case_1368,17340,Activity M,1970/01/01 11:00:00.000
case_1368,17341,Activity D,1970/01/01 12:00:00.000
case_1368,17342,Activity B,1970/01/01 13:00:00.000
case_1369,17343,Activity A,1970/01/01 09:00:00.000
case_1369,17344,Activity C,1970/01/01 10:00:00.000
case_1369,17345,Activity L,1970/01/01 11:00:00.000
case_1369,17346,Activity D,1970/01/01 12:00:00.000
case_1369,17347,Activity B,1970/01/01 13:00:00.000
case_137,17348,Activity A,1970/01/01 09:00:00.000
case_137,17349,Activity C,1970/01/01 10:00:00.000
case_137,17350,Activity M,1970/01/01 11:00:00.000
case_137,17351,Activity D,1970/01/01 12:00:00.000
case_137,17352,Activity B,1970/01/01 13:00:00.000
case_1370,17353,Activity A,1970/01/01 09:00:00.000
case_1370,17354,Activity C,1970/01/01 10:00:00.000
case_1370,17355,Activity L,1970/01/01 11:00:00.000
case_1370,17356,Activity D,1970/01/01 12:00:00.000
case_1370,17357,Activity B,1970/01/01 13:00:00.000
case_1371,17358,Activity A,1970/01/01 09:00:00.000
case_1371,17359,Activity N,1970/01/01 10:00:00.000
case_1371,17360,Activity AG,1970/01/01 11:00:00.000
case_1371,17361,Activity AH,1970/01/01 12:00:00.000
case_1371,17362,Activity O,1970/01/01 13:00:00.000
case_1371,17363,Activity B,1970/01/01 14:00:00.000
case_1372,17364,Activity A,1970/01/01 09:00:00.000
case_1372,17365,Activity N,1970/01/01 10:00:00.000
case_1372,17366,Activity P,1970/01/01 11:00:00.000
case_1372,17367,Activity Q,1970/01/01 12:00:00.000
case_1372,17368,Activity O,1970/01/01 13:00:00.000
case_1372,17369,Activity B,1970/01/01 14:00:00.000
case_1373,17370,Activity A,1970/01/01 09:00:00.000
case_1373,17371,Activity C,1970/01/01 10:00:00.000
case_1373,17372,Activity L,1970/01/01 11:00:00.000
case_1373,17373,Activity D,1970/01/01 12:00:00.000
case_1373,17374,Activity B,1970/01/01 13:00:00.000
case_1374,17375,Activity A,1970/01/01 09:00:00.000
case_1374,17376,Activity C,1970/01/01 10:00:00.000
case_1374,17377,Activity E,1970/01/01 11:00:00.000
case_1374,17378,Activity G,1970/01/01 12:00:00.000
case_1374,17379,Activity F,1970/01/01 13:00:00.000
case_1374,17380,Activity D,1970/01/01 14:00:00.000
case_1374,17381,Activity B,1970/01/01 15:00:00.000
case_1375,17382,Activity A,1970/01/01 09:00:00.000
case_1375,17383,Activity C,1970/01/01 10:00:00.000
case_1375,17384,Activity E,1970/01/01 11:00:00.000
case_1375,17385,Activity J,1970/01/01 12:00:00.000
case_1375,17386,Activity F,1970/01/01 13:00:00.000
case_1375,17387,Activity D,1970/01/01 14:00:00.000
case_1375,17388,Activity B,1970/01/01 15:00:00.000
case_1376,17389,Activity A,1970/01/01 09:00:00.000
case_1376,17390,Activity N,1970/01/01 10:00:00.000
case_1376,17391,Activity AE,1970/01/01 11:00:00.000
case_1376,17392,Activity AF,1970/01/01 12:00:00.000
case_1376,17393,Activity O,1970/01/01 13:00:00.000
case_1376,17394,Activity B,1970/01/01 14:00:00.000
case_1377,17395,Activity A,1970/01/01 09:00:00.000
case_1377,17396,Activity C,1970/01/01 10:00:00.000
case_1377,17397,Activity K,1970/01/01 11:00:00.000
case_1377,17398,Activity D,1970/01/01 12:00:00.000
case_1377,17399,Activity B,1970/01/01 13:00:00.000
case_1378,17400,Activity A,1970/01/01 09:00:00.000
case_1378,17401,Activity C,1970/01/01 10:00:00.000
case_1378,17402,Activity E,1970/01/01 11:00:00.000
case_1378,17403,Activity H,1970/01/01 12:00:00.000
case_1378,17404,Activity F,1970/01/01 13:00:00.000
case_1378,17405,Activity D,1970/01/01 14:00:00.000
case_1378,17406,Activity B,1970/01/01 15:00:00.000
case_1379,17407,Activity A,1970/01/01 09:00:00.000
case_1379,17408,Activity C,1970/01/01 10:00:00.000
case_1379,17409,Activity M,1970/01/01 11:00:00.000
case_1379,17410,Activity D,1970/01/01 12:00:00.000
case_1379,17411,Activity B,1970/01/01 13:00:00.000
case_138,17412,Activity A,1970/01/01 09:00:00.000
case_138,17413,Activity N,1970/01/01 10:00:00.000
case_138,17414,Activity AE,1970/01/01 11:00:00.000
case_138,17415,Activity AF,1970/01/01 12:00:00.000
case_138,17416,Activity O,1970/01/01 13:00:00.000
case_138,17417,Activity B,1970/01/01 14:00:00.000
case_1380,17418,Activity A,1970/01/01 09:00:00.000
case_1380,17419,Activity C,1970/01/01 10:00:00.000
case_1380,17420,Activity E,1970/01/01 11:00:00.000
case_1380,17421,Activity J,1970/01/01 12:00:00.000
case_1380,17422,Activity F,1970/01/01 13:00:00.000
case_1380,17423,Activity D,1970/01/01 14:00:00.000
case_1380,17424,Activity B,1970/01/01 15:00:00.000
case_1381,17425,Activity A,1970/01/01 09:00:00.000
case_1381,17426,Activity N,1970/01/01 10:00:00.000
case_1381,17427,Activity P,1970/01/01 11:00:00.000
case_1381,17428,Activity Q,1970/01/01 12:00:00.000
case_1381,17429,Activity O,1970/01/01 13:00:00.000
case_1381,17430,Activity B,1970/01/01 14:00:00.000
case_1382,17431,Activity A,1970/01/01 09:00:00.000
case_1382,17432,Activity N,1970/01/01 10:00:00.000
case_1382,17433,Activity AG,1970/01/01 11:00:00.000
case_1382,17434,Activity AH,1970/01/01 12:00:00.000
case_1382,17435,Activity O,1970/01/01 13:00:00.000
case_1382,17436,Activity B,1970/01/01 14:00:00.000
case_1383,17437,Activity A,1970/01/01 09:00:00.000
case_1383,17438,Activity N,1970/01/01 10:00:00.000
case_1383,17439,Activity AG,1970/01/01 11:00:00.000
case_1383,17440,Activity AH,1970/01/01 12:00:00.000
case_1383,17441,Activity O,1970/01/01 13:00:00.000
case_1383,17442,Activity B,1970/01/01 14:00:00.000
case_1384,17443,Activity A,1970/01/01 09:00:00.000
case_1384,17444,Activity C,1970/01/01 10:00:00.000
case_1384,17445,Activity K,1970/01/01 11:00:00.000
case_1384,17446,Activity D,1970/01/01 12:00:00.000
case_1384,17447,Activity B,1970/01/01 13:00:00.000
case_1385,17448,Activity A,1970/01/01 09:00:00.000
case_1385,17449,Activity C,1970/01/01 10:00:00.000
case_1385,17450,Activity E,1970/01/01 11:00:00.000
case_1385,17451,Activity H,1970/01/01 12:00:00.000
case_1385,17452,Activity F,1970/01/01 13:00:00.000
case_1385,17453,Activity D,1970/01/01 14:00:00.000
case_1385,17454,Activity B,1970/01/01 15:00:00.000
case_1386,17455,Activity A,1970/01/01 09:00:00.000
case_1386,17456,Activity N,1970/01/01 10:00:00.000
case_1386,17457,Activity R,1970/01/01 11:00:00.000
case_1386,17458,Activity T,1970/01/01 12:00:00.000
case_1386,17459,Activity S,1970/01/01 13:00:00.000
case_1386,17460,Activity O,1970/01/01 14:00:00.000
case_1386,17461,Activity B,1970/01/01 15:00:00.000
case_1387,17462,Activity A,1970/01/01 09:00:00.000
case_1387,17463,Activity C,1970/01/01 10:00:00.000
case_1387,17464,Activity L,1970/01/01 11:00:00.000
case_1387,17465,Activity D,1970/01/01 12:00:00.000
case_1387,17466,Activity B,1970/01/01 13:00:00.000
case_1388,17467,Activity A,1970/01/01 09:00:00.000
case_1388,17468,Activity C,1970/01/01 10:00:00.000
case_1388,17469,Activity E,1970/01/01 11:00:00.000
case_1388,17470,Activity I,1970/01/01 12:00:00.000
case_1388,17471,Activity F,1970/01/01 13:00:00.000
case_1388,17472,Activity D,1970/01/01 14:00:00.000
case_1388,17473,Activity B,1970/01/01 15:00:00.000
case_1389,17474,Activity A,1970/01/01 09:00:00.000
case_1389,17475,Activity C,1970/01/01 10:00:00.000
case_1389,17476,Activity K,1970/01/01 11:00:00.000
case_1389,17477,Activity D,1970/01/01 12:00:00.000
case_1389,17478,Activity B,1970/01/01 13:00:00.000
case_139,17479,Activity A,1970/01/01 09:00:00.000
case_139,17480,Activity N,1970/01/01 10:00:00.000
case_139,17481,Activity Y,1970/01/01 11:00:00.000
case_139,17482,Activity AC,1970/01/01 12:00:00.000
case_139,17483,Activity Z,1970/01/01 13:00:00.000
case_139,17484,Activity O,1970/01/01 14:00:00.000
case_139,17485,Activity B,1970/01/01 15:00:00.000
case_1390,17486,Activity A,1970/01/01 09:00:00.000
