Case,Activity,Timestamp,Resource,System
486,Check for completeness,2023-10-26 21:13:11.527,Clerk-000006,System2
486,Check for completeness,2023-10-26 21:59:16.044,Clerk-000001,System2
486,Check for completeness,2023-10-26 22:12:02.224,Clerk-000002,System2
487,Check for completeness,2023-10-27 01:27:45.086,Clerk-000006,System2
487,Check for completeness,2023-10-27 01:30:05.286,Clerk-000005,System2
488,Check for completeness,2023-10-27 02:38:42.369,Clerk-000003,System2
488,Check for completeness,2023-10-27 02:47:11.626,Clerk-000004,System2
488,Check for completeness,2023-10-27 03:13:06.978,Clerk-000005,System2
488,Check for completeness,2023-10-27 03:16:37.116,Clerk-000001,System2
489,Check for completeness,2023-10-27 02:41:37.673,Clerk-000002,System2
489,Check for completeness,2023-10-27 03:46:43.725,Clerk-000004,System2
490,Check for completeness,2023-10-27 04:53:39.798,Clerk-000006,System2
490,Check for completeness,2023-10-27 05:09:24.637,Clerk-000005,System2
490,Check for completeness,2023-10-27 05:17:14.650,Clerk-000001,System2
490,Check for completeness,2023-10-27 05:53:32.400,Clerk-000002,System2
490,Check for completeness,2023-10-27 06:12:58.531,Clerk-000001,System2
491,Check for completeness,2023-10-27 05:18:56.776,Clerk-000003,System2
491,Check for completeness,2023-10-27 05:50:46.319,Clerk-000004,System2
492,Check for completeness,2023-10-27 06:00:37.038,Clerk-000006,System2
492,Check for completeness,2023-10-27 06:07:59.448,Clerk-000005,System2
493,Check for completeness,2023-10-27 07:22:35.138,Clerk-000004,System2
493,Check for completeness,2023-10-27 07:25:09.818,Clerk-000005,System2
493,Check for completeness,2023-10-27 07:38:16.746,Clerk-000001,System2
494,Check for completeness,2023-10-27 07:27:00.067,Clerk-000003,System2
494,Check for completeness,2023-10-27 07:40:37.385,Clerk-000002,System2
494,Check for completeness,2023-10-27 08:04:48.026,Clerk-000003,System2
494,Check for completeness,2023-10-27 08:23:16.380,Clerk-000006,System2
494,Check for completeness,2023-10-27 08:54:05.771,Clerk-000004,System2
495,Check for completeness,2023-10-27 07:59:21.185,Clerk-000005,System2
495,Check for completeness,2023-10-27 08:17:18.463,Clerk-000004,System2
496,Check for completeness,2023-10-27 08:05:32.436,Clerk-000002,System2
497,Check for completeness,2023-10-27 08:14:49.551,Clerk-000001,System2
497,Check for completeness,2023-10-27 08:20:49.653,Clerk-000005,System2
498,Check for completeness,2023-10-27 08:37:19.806,Clerk-000005,System2
498,Check for completeness,2023-10-27 08:50:03.654,Clerk-000002,System2
499,Check for completeness,2023-10-27 08:56:52.955,Clerk-000003,System2
499,Check for completeness,2023-10-27 09:38:03.756,Clerk-000005,System2
499,Check for completeness,2023-10-27 09:47:45.816,Clerk-000006,System2
500,Check for completeness,2023-10-27 09:43:56.198,Clerk-000002,System2
501,Check for completeness,2023-10-27 09:51:23.872,Clerk-000004,System2
502,Check for completeness,2023-10-27 12:08:01.617,Clerk-000002,System2
503,Check for completeness,2023-10-27 14:59:54.581,Clerk-000005,System2
504,Check for completeness,2023-10-27 16:10:13.107,Clerk-000006,System2
504,Check for completeness,2023-10-27 16:20:32.516,Clerk-000004,System2
505,Check for completeness,2023-10-27 16:58:21.796,Clerk-000003,System2
505,Check for completeness,2023-10-27 17:21:23.372,Clerk-000005,System2
506,Check for completeness,2023-10-27 21:46:30.760,Clerk-000006,System2
507,Check for completeness,2023-10-27 22:45:49.564,Clerk-000002,System2
507,Check for completeness,2023-10-27 23:29:02.513,Clerk-000006,System2
507,Check for completeness,2023-10-27 23:33:53.773,Clerk-000004,System2
507,Check for completeness,2023-10-28 00:02:02.569,Clerk-000003,System2
508,Check for completeness,2023-10-27 23:19:53.326,Clerk-000005,System2
509,Check for completeness,2023-10-28 00:22:12.777,Clerk-000006,System2
510,Check for completeness,2023-10-30 01:09:50.359,Clerk-000001,System2
511,Check for completeness,2023-10-30 01:43:54.503,Clerk-000003,System2
511,Check for completeness,2023-10-30 01:53:30.407,Clerk-000005,System2
511,Check for completeness,2023-10-30 02:21:59.450,Clerk-000004,System2
512,Check for completeness,2023-10-30 03:26:41.948,Clerk-000002,System2
512,Check for completeness,2023-10-30 03:40:15.127,Clerk-000003,System2
513,Check for completeness,2023-10-30 04:00:27.195,Clerk-000006,System2
513,Check for completeness,2023-10-30 04:28:38.977,Clerk-000004,System2
513,Check for completeness,2023-10-30 04:46:25.329,Clerk-000003,System2
513,Check for completeness,2023-10-30 04:59:32.380,Clerk-000001,System2
513,Check for completeness,2023-10-30 05:15:34.059,Clerk-000005,System2
513,Check for completeness,2023-10-30 05:48:37.996,Clerk-000003,System2
513,Check for completeness,2023-10-30 05:56:40.073,Clerk-000005,System2
513,Check for completeness,2023-10-30 06:03:36.940,Clerk-000004,System2
513,Check for completeness,2023-10-30 06:39:29.084,Clerk-000001,System2
513,Check for completeness,2023-10-30 07:04:24.272,Clerk-000006,System2
513,Check for completeness,2023-10-30 07:09:26.761,Clerk-000001,System2
514,Check for completeness,2023-10-30 04:33:16.020,Clerk-000001,System2
514,Check for completeness,2023-10-30 05:32:27.696,Clerk-000003,System2
515,Check for completeness,2023-10-30 04:52:04.648,Clerk-000005,System2
515,Check for completeness,2023-10-30 04:53:07.148,Clerk-000004,System2
515,Check for completeness,2023-10-30 05:30:21.189,Clerk-000006,System2
515,Check for completeness,2023-10-30 05:40:18.821,Clerk-000001,System2
516,Check for completeness,2023-10-30 05:32:02.068,Clerk-000004,System2
516,Check for completeness,2023-10-30 05:53:27.337,Clerk-000002,System2
516,Check for completeness,2023-10-30 06:11:34.669,Clerk-000006,System2
516,Check for completeness,2023-10-30 06:23:47.291,Clerk-000005,System2
516,Check for completeness,2023-10-30 06:55:04.204,Clerk-000002,System2
516,Check for completeness,2023-10-30 07:04:05.211,Clerk-000003,System2
516,Check for completeness,2023-10-30 07:38:53.831,Clerk-000003,System2
517,Check for completeness,2023-10-30 05:41:33.361,Clerk-000002,System2
518,Check for completeness,2023-10-30 07:11:37.346,Clerk-000005,System2
519,Check for completeness,2023-10-30 08:27:00.311,Clerk-000004,System2
519,Check for completeness,2023-10-30 08:38:41.561,Clerk-000001,System2
520,Check for completeness,2023-10-30 09:57:18.264,Clerk-000006,System2
521,Check for completeness,2023-10-30 12:07:36.720,Clerk-000003,System2
522,Check for completeness,2023-10-30 13:21:13.455,Clerk-000005,System2
522,Check for completeness,2023-10-30 13:28:31.884,Clerk-000002,System2
523,Check for completeness,2023-10-30 13:57:35.629,Clerk-000006,System2
523,Check for completeness,2023-10-30 14:35:29.767,Clerk-000005,System2
523,Check for completeness,2023-10-30 14:56:08.843,Clerk-000002,System2
523,Check for completeness,2023-10-30 15:17:06.572,Clerk-000004,System2
523,Check for completeness,2023-10-30 15:43:16.278,Clerk-000001,System2
524,Check for completeness,2023-10-30 14:03:17.452,Clerk-000004,System2
525,Check for completeness,2023-10-30 15:30:36.080,Clerk-000003,System2
525,Check for completeness,2023-10-30 15:47:12.640,Clerk-000006,System2
525,Check for completeness,2023-10-30 16:07:20.159,Clerk-000002,System2
525,Check for completeness,2023-10-30 16:27:29.866,Clerk-000001,System2
525,Check for completeness,2023-10-30 16:34:44.754,Clerk-000006,System2
525,Check for completeness,2023-10-30 16:43:37.734,Clerk-000004,System2
525,Check for completeness,2023-10-30 16:53:09.378,Clerk-000003,System2
525,Check for completeness,2023-10-30 17:03:08.585,Clerk-000001,System2
526,Check for completeness,2023-10-30 16:10:14.953,Clerk-000004,System2
526,Check for completeness,2023-10-30 16:43:07.932,Clerk-000005,System2
526,Check for completeness,2023-10-30 17:03:03.001,Clerk-000002,System2
527,Check for completeness,2023-10-30 18:01:45.124,Clerk-000005,System2
527,Check for completeness,2023-10-30 18:44:08.513,Clerk-000006,System2
527,Check for completeness,2023-10-30 19:51:27.976,Clerk-000004,System2
527,Check for completeness,2023-10-30 20:05:07.589,Clerk-000001,System2
528,Check for completeness,2023-10-30 18:12:00.056,Clerk-000003,System2
529,Check for completeness,2023-10-30 18:40:37.292,Clerk-000004,System2
529,Check for completeness,2023-10-30 19:18:40.769,Clerk-000001,System2
529,Check for completeness,2023-10-30 19:25:32.648,Clerk-000005,System2
529,Check for completeness,2023-10-30 19:58:36.935,Clerk-000006,System2
529,Check for completeness,2023-10-30 20:10:37.675,Clerk-000005,System2
529,Check for completeness,2023-10-30 20:22:20.180,Clerk-000006,System2
530,Check for completeness,2023-10-30 19:48:02.397,Clerk-000002,System2
530,Check for completeness,2023-10-30 20:18:04.700,Clerk-000004,System2
530,Check for completeness,2023-10-30 20:45:24.962,Clerk-000001,System2
530,Check for completeness,2023-10-30 21:17:12.555,Clerk-000006,System2
530,Check for completeness,2023-10-30 21:37:29.850,Clerk-000004,System2
530,Check for completeness,2023-10-30 21:57:46.822,Clerk-000005,System2
530,Check for completeness,2023-10-30 22:16:44.150,Clerk-000002,System2
530,Check for completeness,2023-10-30 22:33:17.022,Clerk-000003,System2
530,Check for completeness,2023-10-30 22:42:54.921,Clerk-000001,System2
530,Check for completeness,2023-10-30 22:49:40.380,Clerk-000006,System2
531,Check for completeness,2023-10-30 22:59:37.377,Clerk-000005,System2
531,Check for completeness,2023-10-30 23:29:32.802,Clerk-000002,System2
531,Check for completeness,2023-10-30 23:47:39.532,Clerk-000004,System2
532,Check for completeness,2023-10-30 23:03:48.615,Clerk-000002,System2
532,Check for completeness,2023-10-30 23:20:49.896,Clerk-000001,System2
533,Check for completeness,2023-10-31 00:37:18.042,Clerk-000005,System2
534,Check for completeness,2023-10-31 01:34:52.088,Clerk-000006,System2
534,Check for completeness,2023-10-31 01:47:34.623,Clerk-000002,System2
535,Check for completeness,2023-10-31 02:17:26.130,Clerk-000003,System2
536,Check for completeness,2023-10-31 03:16:10.912,Clerk-000001,System2
536,Check for completeness,2023-10-31 03:32:14.878,Clerk-000006,System2
536,Check for completeness,2023-10-31 04:19:35.403,Clerk-000004,System2
536,Check for completeness,2023-10-31 04:26:15.056,Clerk-000003,System2
537,Check for completeness,2023-10-31 05:04:47.757,Clerk-000001,System2
537,Check for completeness,2023-10-31 05:32:39.540,Clerk-000006,System2
537,Check for completeness,2023-10-31 06:05:23.715,Clerk-000002,System2
537,Check for completeness,2023-10-31 06:36:44.906,Clerk-000003,System2
537,Check for completeness,2023-10-31 07:21:11.374,Clerk-000005,System2
538,Check for completeness,2023-10-31 07:58:12.294,Clerk-000006,System2
539,Check for completeness,2023-10-31 08:33:15.769,Clerk-000004,System2
540,Check for completeness,2023-10-31 08:33:51.736,Clerk-000003,System2
540,Check for completeness,2023-10-31 08:56:21.080,Clerk-000001,System2
541,Check for completeness,2023-10-31 10:13:28.123,Clerk-000002,System2
541,Check for completeness,2023-10-31 10:56:26.227,Clerk-000003,System2
542,Check for completeness,2023-10-31 11:56:38.352,Clerk-000001,System2
542,Check for completeness,2023-10-31 12:08:47.072,Clerk-000006,System2
542,Check for completeness,2023-10-31 13:24:48.236,Clerk-000004,System2
542,Check for completeness,2023-10-31 13:38:09.583,Clerk-000001,System2
542,Check for completeness,2023-10-31 14:17:25.194,Clerk-000002,System2
542,Check for completeness,2023-10-31 14:36:30.537,Clerk-000005,System2
542,Check for completeness,2023-10-31 15:03:58.150,Clerk-000001,System2
543,Check for completeness,2023-10-31 12:09:47.522,Clerk-000005,System2
544,Check for completeness,2023-10-31 14:40:14.151,Clerk-000003,System2
545,Check for completeness,2023-10-31 15:54:27.004,Clerk-000002,System2
546,Check for completeness,2023-10-31 16:41:48.913,Clerk-000004,System2
547,Check for completeness,2023-10-31 17:04:06.700,Clerk-000001,System2
547,Check for completeness,2023-10-31 17:31:03.018,Clerk-000003,System2
547,Check for completeness,2023-10-31 18:07:04.230,Clerk-000004,System2
548,Check for completeness,2023-10-31 17:07:03.047,Clerk-000006,System2
549,Check for completeness,2023-10-31 18:28:36.574,Clerk-000005,System2
549,Check for completeness,2023-10-31 18:33:33.613,Clerk-000001,System2
550,Check for completeness,2023-10-31 18:34:35.158,Clerk-000002,System2
550,Check for completeness,2023-10-31 18:47:52.339,Clerk-000003,System2
550,Check for completeness,2023-10-31 19:27:51.674,Clerk-000005,System2
551,Check for completeness,2023-10-31 19:13:18.355,Clerk-000006,System2
551,Check for completeness,2023-10-31 19:52:55.113,Clerk-000001,System2
552,Check for completeness,2023-10-31 20:05:43.276,Clerk-000005,System2
552,Check for completeness,2023-10-31 20:14:23.492,Clerk-000003,System2
552,Check for completeness,2023-10-31 20:42:33.935,Clerk-000006,System2
552,Check for completeness,2023-10-31 20:49:58.138,Clerk-000004,System2
553,Check for completeness,2023-11-01 00:44:17.047,Clerk-000002,System2
553,Check for completeness,2023-11-01 01:31:47.824,Clerk-000002,System2
554,Check for completeness,2023-11-01 00:49:54.107,Clerk-000005,System2
555,Check for completeness,2023-11-01 01:10:24.725,Clerk-000006,System2
556,Check for completeness,2023-11-01 01:48:07.273,Clerk-000006,System2
557,Check for completeness,2023-11-01 02:15:08.013,Clerk-000004,System2
558,Check for completeness,2023-11-01 02:37:30.041,Clerk-000002,System2
558,Check for completeness,2023-11-01 03:15:08.137,Clerk-000005,System2
558,Check for completeness,2023-11-01 03:26:52.690,Clerk-000004,System2
558,Check for completeness,2023-11-01 03:48:22.108,Clerk-000001,System2
558,Check for completeness,2023-11-01 04:08:25.956,Clerk-000003,System2
559,Check for completeness,2023-11-01 02:49:52.447,Clerk-000003,System2
560,Check for completeness,2023-11-01 03:54:30.626,Clerk-000002,System2
560,Check for completeness,2023-11-01 04:23:44.481,Clerk-000005,System2
560,Check for completeness,2023-11-01 04:54:37.112,Clerk-000004,System2
560,Check for completeness,2023-11-01 05:01:53.162,Clerk-000001,System2
560,Check for completeness,2023-11-01 05:27:42.915,Clerk-000006,System2
560,Check for completeness,2023-11-01 05:36:18.672,Clerk-000004,System2
560,Check for completeness,2023-11-01 05:58:15.113,Clerk-000002,System2
560,Check for completeness,2023-11-01 06:20:30.944,Clerk-000001,System2
561,Check for completeness,2023-11-01 04:54:51.161,Clerk-000002,System2
561,Check for completeness,2023-11-01 05:19:31.306,Clerk-000003,System2
562,Check for completeness,2023-11-01 06:27:51.304,Clerk-000006,System2
563,Check for completeness,2023-11-01 06:46:35.990,Clerk-000004,System2
564,Check for completeness,2023-11-01 08:57:52.866,Clerk-000001,System2
564,Check for completeness,2023-11-01 09:21:26.057,Clerk-000005,System2
564,Check for completeness,2023-11-01 09:30:32.038,Clerk-000002,System2
564,Check for completeness,2023-11-01 09:38:28.665,Clerk-000003,System2
564,Check for completeness,2023-11-01 09:44:07.836,Clerk-000001,System2
565,Check for completeness,2023-11-01 09:01:40.880,Clerk-000006,System2
566,Check for completeness,2023-11-01 10:09:23.997,Clerk-000004,System2
566,Check for completeness,2023-11-01 10:20:54.505,Clerk-000005,System2
566,Check for completeness,2023-11-01 10:34:20.169,Clerk-000002,System2
566,Check for completeness,2023-11-01 11:28:28.253,Clerk-000001,System2
566,Check for completeness,2023-11-01 12:22:10.673,Clerk-000004,System2
566,Check for completeness,2023-11-01 12:57:07.783,Clerk-000002,System2
566,Check for completeness,2023-11-01 13:16:53.028,Clerk-000003,System2
567,Check for completeness,2023-11-01 12:43:11.146,Clerk-000005,System2
567,Check for completeness,2023-11-01 13:17:44.612,Clerk-000001,System2
568,Check for completeness,2023-11-01 14:36:11.071,Clerk-000002,System2
569,Check for completeness,2023-11-01 15:11:49.512,Clerk-000003,System2
569,Check for completeness,2023-11-01 15:29:18.967,Clerk-000006,System2
569,Check for completeness,2023-11-01 15:48:37.147,Clerk-000001,System2
569,Check for completeness,2023-11-01 15:58:21.541,Clerk-000004,System2
570,Check for completeness,2023-11-01 18:35:49.701,Clerk-000005,System2
570,Check for completeness,2023-11-01 18:48:32.321,Clerk-000003,System2
570,Check for completeness,2023-11-01 19:12:42.123,Clerk-000006,System2
570,Check for completeness,2023-11-01 19:51:11.039,Clerk-000005,System2
570,Check for completeness,2023-11-01 20:04:22.235,Clerk-000006,System2
571,Check for completeness,2023-11-01 19:17:33.826,Clerk-000001,System2
572,Check for completeness,2023-11-01 19:43:09.365,Clerk-000002,System2
573,Check for completeness,2023-11-01 20:09:54.050,Clerk-000004,System2
573,Check for completeness,2023-11-01 20:12:56.753,Clerk-000003,System2
573,Check for completeness,2023-11-01 20:36:02.071,Clerk-000001,System2
574,Check for completeness,2023-11-01 20:11:12.609,Clerk-000002,System2
574,Check for completeness,2023-11-01 20:24:23.367,Clerk-000005,System2
574,Check for completeness,2023-11-01 21:04:47.464,Clerk-000003,System2
574,Check for completeness,2023-11-01 22:17:33.724,Clerk-000002,System2
574,Check for completeness,2023-11-01 22:43:48.285,Clerk-000005,System2
575,Check for completeness,2023-11-01 20:35:10.040,Clerk-000004,System2
575,Check for completeness,2023-11-01 20:49:56.216,Clerk-000003,System2
576,Check for completeness,2023-11-01 20:40:02.938,Clerk-000002,System2
577,Check for completeness,2023-11-01 22:24:25.437,Clerk-000006,System2
578,Check for completeness,2023-11-01 22:24:59.257,Clerk-000004,System2
579,Check for completeness,2023-11-01 22:33:32.026,Clerk-000002,System2
579,Check for completeness,2023-11-01 22:47:49.937,Clerk-000004,System2
579,Check for completeness,2023-11-01 22:52:14.824,Clerk-000006,System2
580,Check for completeness,2023-11-01 23:04:23.042,Clerk-000002,System2
580,Check for completeness,2023-11-02 00:09:59.624,Clerk-000004,System2
580,Check for completeness,2023-11-02 00:28:42.356,Clerk-000001,System2
580,Check for completeness,2023-11-02 01:25:34.980,Clerk-000006,System2
580,Check for completeness,2023-11-02 01:43:39.731,Clerk-000005,System2
581,Check for completeness,2023-11-01 23:11:30.034,Clerk-000006,System2
581,Check for completeness,2023-11-01 23:59:16.907,Clerk-000001,System2
581,Check for completeness,2023-11-02 00:44:53.617,Clerk-000002,System2
582,Check for completeness,2023-11-02 00:22:14.590,Clerk-000006,System2
583,Check for completeness,2023-11-02 01:13:14.716,Clerk-000003,System2
583,Check for completeness,2023-11-02 01:45:04.124,Clerk-000001,System2
583,Check for completeness,2023-11-02 01:59:03.411,Clerk-000006,System2
583,Check for completeness,2023-11-02 02:19:35.405,Clerk-000003,System2
583,Check for completeness,2023-11-02 02:41:09.317,Clerk-000004,System2
583,Check for completeness,2023-11-02 03:08:42.678,Clerk-000006,System2
584,Check for completeness,2023-11-02 02:21:33.642,Clerk-000005,System2
585,Check for completeness,2023-11-02 03:23:35.033,Clerk-000002,System2
585,Check for completeness,2023-11-02 03:54:54.416,Clerk-000001,System2
585,Check for completeness,2023-11-02 04:05:58.796,Clerk-000004,System2
585,Check for completeness,2023-11-02 04:17:25.044,Clerk-000002,System2
585,Check for completeness,2023-11-02 04:25:30.601,Clerk-000003,System2
585,Check for completeness,2023-11-02 04:41:49.411,Clerk-000001,System2
586,Check for completeness,2023-11-02 04:11:43.977,Clerk-000006,System2
586,Check for completeness,2023-11-02 04:33:11.645,Clerk-000005,System2
586,Check for completeness,2023-11-02 04:51:40.141,Clerk-000004,System2
586,Check for completeness,2023-11-02 05:07:38.878,Clerk-000005,System2
586,Check for completeness,2023-11-02 05:30:38.496,Clerk-000002,System2
587,Check for completeness,2023-11-02 04:54:48.384,Clerk-000006,System2
588,Check for completeness,2023-11-02 05:10:40.001,Clerk-000004,System2
588,Check for completeness,2023-11-02 05:27:02.776,Clerk-000001,System2
589,Check for completeness,2023-11-02 06:52:34.055,Clerk-000004,System2
589,Check for completeness,2023-11-02 07:01:37.497,Clerk-000003,System2
590,Check for completeness,2023-11-02 07:25:36.065,Clerk-000005,System2
590,Check for completeness,2023-11-02 07:37:00.664,Clerk-000002,System2
590,Check for completeness,2023-11-02 08:54:37.335,Clerk-000004,System2
590,Check for completeness,2023-11-02 09:38:39.577,Clerk-000001,System2
591,Check for completeness,2023-11-02 07:50:34.555,Clerk-000006,System2
591,Check for completeness,2023-11-02 07:58:59.767,Clerk-000004,System2
591,Check for completeness,2023-11-02 08:11:16.431,Clerk-000003,System2
592,Check for completeness,2023-11-02 08:37:26.842,Clerk-000005,System2
593,Check for completeness,2023-11-02 10:43:51.871,Clerk-000005,System2
593,Check for completeness,2023-11-02 10:55:04.573,Clerk-000004,System2
593,Check for completeness,2023-11-02 10:57:16.045,Clerk-000003,System2
593,Check for completeness,2023-11-02 11:18:46.255,Clerk-000006,System2
593,Check for completeness,2023-11-02 11:32:56.815,Clerk-000001,System2
593,Check for completeness,2023-11-02 12:02:06.015,Clerk-000003,System2
594,Check for completeness,2023-11-02 11:43:23.286,Clerk-000002,System2
595,Check for completeness,2023-11-02 12:25:06.007,Clerk-000001,System2
595,Check for completeness,2023-11-02 12:41:52.291,Clerk-000002,System2
595,Check for completeness,2023-11-02 13:20:01.403,Clerk-000003,System2
595,Check for completeness,2023-11-02 13:57:24.685,Clerk-000001,System2
596,Check for completeness,2023-11-02 12:51:31.340,Clerk-000005,System2
597,Check for completeness,2023-11-02 15:02:32.358,Clerk-000004,System2
598,Check for completeness,2023-11-02 15:38:44.863,Clerk-000003,System2
598,Check for completeness,2023-11-02 15:49:12.542,Clerk-000006,System2
599,Check for completeness,2023-11-02 16:22:24.863,Clerk-000005,System2
599,Check for completeness,2023-11-02 16:38:35.981,Clerk-000002,System2
600,Check for completeness,2023-11-02 16:30:02.781,Clerk-000004,System2
600,Check for completeness,2023-11-02 16:44:31.227,Clerk-000003,System2
600,Check for completeness,2023-11-02 16:47:46.888,Clerk-000006,System2
600,Check for completeness,2023-11-02 16:49:59.235,Clerk-000005,System2
600,Check for completeness,2023-11-02 17:21:42.848,Clerk-000004,System2
601,Check for completeness,2023-11-02 17:31:12.891,Clerk-000006,System2
602,Check for completeness,2023-11-02 17:51:00.134,Clerk-000005,System2
603,Check for completeness,2023-11-02 17:51:53.614,Clerk-000001,System2
603,Check for completeness,2023-11-02 17:59:28.439,Clerk-000003,System2
603,Check for completeness,2023-11-02 18:23:52.721,Clerk-000006,System2
604,Check for completeness,2023-11-02 18:29:09.456,Clerk-000002,System2
604,Check for completeness,2023-11-02 18:48:28.657,Clerk-000001,System2
604,Check for completeness,2023-11-02 19:27:18.414,Clerk-000003,System2
604,Check for completeness,2023-11-02 19:31:44.494,Clerk-000006,System2
604,Check for completeness,2023-11-02 19:40:07.773,Clerk-000005,System2
604,Check for completeness,2023-11-02 20:04:31.909,Clerk-000003,System2
604,Check for completeness,2023-11-02 20:14:28.971,Clerk-000006,System2
605,Check for completeness,2023-11-02 19:15:37.028,Clerk-000004,System2
605,Check for completeness,2023-11-02 19:53:01.837,Clerk-000001,System2
605,Check for completeness,2023-11-02 20:28:13.964,Clerk-000003,System2
605,Check for completeness,2023-11-02 20:38:07.735,Clerk-000004,System2
606,Check for completeness,2023-11-02 20:22:01.764,Clerk-000004,System2
606,Check for completeness,2023-11-02 20:25:25.234,Clerk-000005,System2
607,Check for completeness,2023-11-02 21:29:57.287,Clerk-000005,System2
607,Check for completeness,2023-11-02 22:15:49.624,Clerk-000001,System2
608,Check for completeness,2023-11-03 00:00:23.656,Clerk-000004,System2
609,Check for completeness,2023-11-03 00:37:55.564,Clerk-000005,System2
610,Check for completeness,2023-11-03 01:29:21.624,Clerk-000001,System2
611,Check for completeness,2023-11-03 01:42:56.873,Clerk-000004,System2
611,Check for completeness,2023-11-03 01:45:03.492,Clerk-000005,System2
611,Check for completeness,2023-11-03 02:07:00.853,Clerk-000001,System2
611,Check for completeness,2023-11-03 02:10:03.217,Clerk-000004,System2
612,Check for completeness,2023-11-03 02:04:26.837,Clerk-000003,System2
613,Check for completeness,2023-11-03 05:56:25.818,Clerk-000005,System2
614,Check for completeness,2023-11-03 09:26:47.729,Clerk-000001,System2
614,Check for completeness,2023-11-03 09:52:16.157,Clerk-000006,System2
614,Check for completeness,2023-11-03 10:16:16.412,Clerk-000002,System2
614,Check for completeness,2023-11-03 11:13:08.727,Clerk-000005,System2
615,Check for completeness,2023-11-03 11:13:50.299,Clerk-000003,System2
615,Check for completeness,2023-11-03 11:51:19.387,Clerk-000004,System2
615,Check for completeness,2023-11-03 12:51:57.762,Clerk-000006,System2
615,Check for completeness,2023-11-03 13:15:52.027,Clerk-000002,System2
616,Check for completeness,2023-11-03 12:45:25.549,Clerk-000003,System2
616,Check for completeness,2023-11-03 12:50:02.052,Clerk-000005,System2
617,Check for completeness,2023-11-03 14:02:33.546,Clerk-000005,System2
617,Check for completeness,2023-11-03 14:37:03.175,Clerk-000004,System2
617,Check for completeness,2023-11-03 14:43:52.779,Clerk-000002,System2
617,Check for completeness,2023-11-03 14:52:02.352,Clerk-000003,System2
618,Check for completeness,2023-11-03 14:25:19.548,Clerk-000006,System2
619,Check for completeness,2023-11-03 16:50:13.419,Clerk-000006,System2
619,Check for completeness,2023-11-03 16:56:22.234,Clerk-000004,System2
619,Check for completeness,2023-11-03 17:16:49.503,Clerk-000001,System2
619,Check for completeness,2023-11-03 17:46:10.097,Clerk-000002,System2
619,Check for completeness,2023-11-03 17:51:38.562,Clerk-000003,System2
619,Check for completeness,2023-11-03 18:44:28.249,Clerk-000005,System2
620,Check for completeness,2023-11-03 19:24:46.101,Clerk-000004,System2
621,Check for completeness,2023-11-03 19:42:12.199,Clerk-000002,System2
621,Check for completeness,2023-11-03 20:28:58.946,Clerk-000005,System2
622,Check for completeness,2023-11-03 21:17:22.169,Clerk-000004,System2
622,Check for completeness,2023-11-03 21:36:01.410,Clerk-000002,System2
622,Check for completeness,2023-11-03 22:35:31.417,Clerk-000003,System2
623,Check for completeness,2023-11-03 21:47:29.319,Clerk-000005,System2
623,Check for completeness,2023-11-03 22:35:08.153,Clerk-000002,System2
623,Check for completeness,2023-11-03 22:46:20.987,Clerk-000004,System2
624,Check for completeness,2023-11-03 22:05:59.506,Clerk-000004,System2
625,Check for completeness,2023-11-03 23:55:11.267,Clerk-000001,System2
625,Check for completeness,2023-11-04 00:31:06.384,Clerk-000005,System2
625,Check for completeness,2023-11-04 00:50:23.073,Clerk-000006,System2
626,Check for completeness,2023-11-03 23:56:48.087,Clerk-000003,System2
627,Check for completeness,2023-11-06 02:09:25.432,Clerk-000003,System2
628,Check for completeness,2023-11-06 02:58:23.465,Clerk-000004,System2
629,Check for completeness,2023-11-06 04:24:09.812,Clerk-000006,System2
629,Check for completeness,2023-11-06 04:31:08.028,Clerk-000001,System2
629,Check for completeness,2023-11-06 04:46:52.503,Clerk-000004,System2
629,Check for completeness,2023-11-06 05:14:49.831,Clerk-000003,System2
630,Check for completeness,2023-11-06 04:44:35.956,Clerk-000003,System2
630,Check for completeness,2023-11-06 05:25:28.772,Clerk-000005,System2
630,Check for completeness,2023-11-06 05:29:54.543,Clerk-000006,System2
630,Check for completeness,2023-11-06 06:07:36.810,Clerk-000006,System2
630,Check for completeness,2023-11-06 06:12:33.347,Clerk-000001,System2
631,Check for completeness,2023-11-06 04:55:36.768,Clerk-000005,System2
631,Check for completeness,2023-11-06 05:24:14.372,Clerk-000002,System2
631,Check for completeness,2023-11-06 05:51:10.394,Clerk-000001,System2
632,Check for completeness,2023-11-06 05:37:54.599,Clerk-000004,System2
632,Check for completeness,2023-11-06 05:45:11.057,Clerk-000003,System2
632,Check for completeness,2023-11-06 06:11:53.610,Clerk-000004,System2
632,Check for completeness,2023-11-06 06:40:12.282,Clerk-000002,System2
632,Check for completeness,2023-11-06 07:12:56.190,Clerk-000005,System2
632,Check for completeness,2023-11-06 07:28:28.086,Clerk-000003,System2
633,Check for completeness,2023-11-06 05:48:03.107,Clerk-000005,System2
633,Check for completeness,2023-11-06 06:00:45.574,Clerk-000002,System2
634,Check for completeness,2023-11-06 06:03:09.620,Clerk-000001,System2
634,Check for completeness,2023-11-06 06:13:49.932,Clerk-000002,System2
634,Check for completeness,2023-11-06 06:19:56.578,Clerk-000006,System2
634,Check for completeness,2023-11-06 07:48:31.530,Clerk-000004,System2
634,Check for completeness,2023-11-06 08:01:54.013,Clerk-000001,System2
